10000, 5.0
100000, 112.0
1000000, 1813.0
5000000, 9227.0
10000, 2.0
10000, 4.0
10000, 17.0
10000, 2.0
10000, 4.0
10000, 5.0
100000, 117.0
100000, 151.0
100000, 120.0
100000, 140.0
100000, 119.0
100000, 113.0
100000, 117.0
100000, 150.0
100000, 124.0
100000, 137.0
100000, 150.0
100000, 131.0
100000, 129.0
1000000, 1812.0
1000000, 1815.0
1000000, 1824.0
1000000, 1806.0
1000000, 1825.0
1000000, 1818.0
1000000, 1840.0
1000000, 1827.0
1000000, 1824.0
1000000, 1806.0
20000, 3.0
20000, 3.0
20000, 3.0
20000, 5.0
20000, 5.0
20000, 3.0
20000, 2.0
20000, 4.0
20000, 4.0
20000, 13.0
20000, 12.0
20000, 2.0
20000, 15.0
20000, 5.0
20000, 2.0
200000, 310.0
200000, 310.0
200000, 317.0
200000, 311.0
200000, 311.0
200000, 359.0
200000, 322.0
200000, 350.0
200000, 316.0
200000, 349.0
200000, 360.0
2000000, 3714.0
2000000, 3731.0
2000000, 3727.0
2000000, 3723.0
2000000, 3718.0
2000000, 3763.0
2000000, 3705.0
50000, 10.0
50000, 28.0
50000, 20.0
50000, 11.0
50000, 24.0
50000, 30.0
50000, 33.0
50000, 34.0
50000, 35.0
50000, 40.0
50000, 22.0
50000, 34.0
50000, 23.0
50000, 16.0
50000, 35.0
50000, 20.0
50000, 15.0
50000, 41.0
50000, 23.0
50000, 37.0
500000, 904.0
500000, 912.0
500000, 920.0
500000, 911.0
500000, 935.0
500000, 911.0
500000, 912.0
500000, 953.0
500000, 923.0
500000, 921.0
500000, 933.0
500000, 927.0
500000, 940.0
500000, 908.0
500000, 913.0
500000, 925.0
500000, 904.0
500000, 916.0
500000, 913.0
5000000, 9233.0
5000000, 9247.0
5000000, 9222.0
5000000, 9258.0
5000000, 9302.0
5000000, 9236.0
5000000, 9256.0
5000000, 9235.0
