5000000, 7301.0
10000, 109.0
10000, 138.0
10000, 153.0
10000, 120.0
10000, 131.0
10000, 117.0
10000, 144.0
10000, 104.0
10000, 146.0
10000, 100.0
10000, 114.0
10000, 100.0
20000, 104.0
20000, 117.0
20000, 155.0
20000, 158.0
20000, 150.0
20000, 125.0
20000, 140.0
20000, 155.0
20000, 138.0
20000, 131.0
20000, 99.0
50000, 198.0
50000, 245.0
50000, 202.0
50000, 210.0
50000, 202.0
50000, 189.0
50000, 207.0
50000, 238.0
50000, 239.0
50000, 243.0
50000, 200.0
100000, 287.0
100000, 325.0
100000, 325.0
100000, 321.0
100000, 297.0
100000, 328.0
100000, 281.0
100000, 338.0
100000, 288.0
100000, 299.0
200000, 469.0
200000, 519.0
200000, 475.0
200000, 518.0
200000, 471.0
200000, 574.0
200000, 467.0
200000, 514.0
200000, 469.0
200000, 537.0
200000, 473.0
500000, 1089.0
500000, 1005.0
500000, 995.0
500000, 955.0
500000, 980.0
500000, 1027.0
500000, 1003.0
500000, 1024.0
500000, 1023.0
500000, 981.0
500000, 1008.0
500000, 1017.0
500000, 1014.0
500000, 1012.0
500000, 1010.0
500000, 994.0
1000000, 1717.0
1000000, 1758.0
1000000, 1837.0
1000000, 1724.0
1000000, 1778.0
1000000, 1788.0
1000000, 1702.0
1000000, 1791.0
1000000, 1792.0
1000000, 1760.0
1000000, 1767.0
1000000, 1747.0
1000000, 1722.0
1000000, 1804.0
2000000, 2805.0
2000000, 2861.0
2000000, 2982.0
2000000, 2994.0
2000000, 2945.0
2000000, 2811.0
2000000, 2901.0
5000000, 5682.0
5000000, 5793.0
5000000, 5717.0
5000000, 5765.0
5000000, 5876.0
