10000, 196.0
10000, 219.0
10000, 245.0
10000, 193.0
10000, 225.0
10000, 210.0
10000, 176.0
10000, 219.0
10000, 185.0
10000, 185.0
10000, 252.0
10000, 178.0
20000, 228.0
20000, 244.0
20000, 232.0
20000, 228.0
20000, 222.0
20000, 236.0
20000, 250.0
20000, 251.0
20000, 223.0
20000, 243.0
20000, 227.0
20000, 252.0
20000, 205.0
50000, 310.0
50000, 284.0
50000, 302.0
50000, 310.0
50000, 322.0
50000, 288.0
50000, 300.0
50000, 290.0
50000, 339.0
50000, 304.0
50000, 325.0
50000, 281.0
50000, 296.0
50000, 309.0
50000, 329.0
50000, 341.0
50000, 323.0
50000, 322.0
50000, 306.0
100000, 409.0
100000, 414.0
100000, 388.0
100000, 389.0
100000, 399.0
100000, 411.0
100000, 424.0
100000, 370.0
200000, 571.0
200000, 594.0
200000, 558.0
200000, 575.0
200000, 588.0
200000, 567.0
200000, 588.0
500000, 1058.0
500000, 1086.0
500000, 1126.0
500000, 1045.0
500000, 1049.0
500000, 1068.0
500000, 1019.0
500000, 1110.0
500000, 1132.0
1000000, 1787.0
1000000, 1794.0
1000000, 1806.0
1000000, 1824.0
1000000, 1830.0
1000000, 1767.0
1000000, 1828.0
2000000, 3038.0
2000000, 2810.0
2000000, 2980.0
2000000, 2911.0
2000000, 2961.0
2000000, 3029.0
2000000, 2841.0
2000000, 2840.0
5000000, 5648.0
5000000, 5741.0
5000000, 5768.0
5000000, 5860.0
5000000, 5662.0
5000000, 5746.0
5000000, 5758.0
5000000, 5956.0
